Name,ID,Size,meanAbsT0,padog0,PmeanAbsT,rank,Ppadog
Example Named Pathway_83,182,83,-2.24752666740293,4.2928971545333,0.0161290322580645,83,0.0161290322580645
Example Named Pathway_84,183,54,-1.12043340347399,4.27538489281348,0.0483870967741935,84,0.0161290322580645
Example Named Pathway_85,184,198,-0.566374753658722,4.27038723140143,0.290322580645161,85,0.0161290322580645
Example Named Pathway_86,185,99,0.376642507418702,4.09848988414056,0.967741935483871,86,0.0161290322580645
Example Named Pathway_87,186,98,2.07661831111365,4.00324846314584,0.967741935483871,87,0.0161290322580645
Example Named Pathway_88,187,245,-1.36507863626031,3.97699067017275,0.258064516129032,88,0.0161290322580645
Example Named Pathway_89,188,231,-1.50843131318035,3.93386553553855,0.290322580645161,89,0.0161290322580645
Example Named Pathway_90,189,361,-1.25117857269047,3.88323973524809,0.258064516129032,90,0.0161290322580645
Example Named Pathway_91,190,61,-1.06750018207735,3.80204511189007,0.0483870967741935,91,0.0161290322580645
Example Named Pathway_92,191,64,-0.652169327377989,3.74881429792096,0.0161290322580645,92,0.0161290322580645
Example Named Pathway_93,192,66,0.954273638225726,3.71086161300846,0.967741935483871,93,0.0161290322580645
Example Named Pathway_94,193,43,-1.26612299977335,3.64813149653934,0.0161290322580645,94,0.0161290322580645
Example Named Pathway_95,194,168,0.759938619248533,2.58081273168481,0.516129032258065,95,0.0161290322580645
Example Named Pathway_96,195,182,-1.98555993067884,2.54733190195407,0.0161290322580645,96,0.0161290322580645
Example Named Pathway_97,196,45,-1.3701120755081,2.49074799637724,0.0161290322580645,97,0.0161290322580645
Example Named Pathway_98,197,32,-1.33537820279413,2.40877180989077,0.0483870967741935,98,0.0161290322580645
Example Named Pathway_99,198,21,-1.21813607310164,2.22703759766967,0.435483870967742,99,0.0161290322580645
Example Named Pathway_100,199,55,-1.38124052678819,2.10738702484172,0.0483870967741935,100,0.0161290322580645
Example Named Pathway_101,200,33,-1.93261269995567,1.91354017553471,0.0161290322580645,101,0.0161290322580645
Example Named Pathway_102,201,109,-0.341307638731537,1.56468207306831,0.32258064516129,102,0.0161290322580645
Example Named Pathway_103,202,89,-3.5505224689863,1.3783133481091,0.0161290322580645,103,0.0161290322580645
Example Named Pathway_104,203,122,-1.37807174344844,1.0066987466291,0.0483870967741935,104,0.0161290322580645
Example Named Pathway_105,204,106,-0.223266243053232,0.959219077045125,0.32258064516129,105,0.0161290322580645
Example Named Pathway_106,205,115,-0.41858032089185,0.77575842068183,0.290322580645161,106,0.0161290322580645
Example Named Pathway_107,206,138,-2.16310616673693,0.720936108315277,0.0161290322580645,107,0.0161290322580645
Example Named Pathway_108,207,21,-2.017760933534,0.600611638175871,0.0161290322580645,108,0.0161290322580645
Example Named Pathway_109,208,93,-0.823004634886187,0.595157128203065,0.032258064516129,109,0.0161290322580645
Example Named Pathway_110,209,137,-1.25189297460621,0.59271245625874,0.0483870967741935,110,0.0161290322580645
Example Named Pathway_111,210,219,-1.25892368634929,0.540730823929991,0.258064516129032,111,0.0161290322580645
Example Named Pathway_112,211,72,-1.66936716857641,0.53856490050753,0.0483870967741935,112,0.0161290322580645
Example Named Pathway_113,212,70,-1.56012631862386,0.249418711186272,0.0483870967741935,113,0.0161290322580645
Example Named Pathway_114,213,148,-0.978327472484161,0.11033832373011,0.0483870967741935,114,0.0161290322580645
Example Named Pathway_115,214,154,-0.678384615326845,0.092077479265387,0.241935483870968,115,0.0161290322580645
Example Named Pathway_116,215,91,-1.48855879029662,-0.210483506127067,0.0161290322580645,116,0.0161290322580645
Example Named Pathway_117,216,4,-1.83274232565337,-0.405755086495875,0.435483870967742,117,0.0161290322580645
Example Named Pathway_118,217,85,-0.362051063201817,-0.608990701167043,0.0161290322580645,118,0.0161290322580645
Example Named Pathway_119,218,38,-0.700754756305388,-0.662526736655919,0.435483870967742,119,0.0161290322580645
Example Named Pathway_120,219,69,-1.79083530033706,-0.677024007893111,0.0483870967741935,120,0.0161290322580645
Example Named Pathway_121,220,125,-1.46932104891247,-0.916167771501338,0.0483870967741935,121,0.0161290322580645
Example Named Pathway_122,221,107,-0.986170882098922,-1.0156072728725,0.0483870967741935,122,0.0161290322580645
Example Named Pathway_123,222,105,-1.14611094121702,-1.51274390141532,0.032258064516129,123,0.0161290322580645
Example Named Pathway_124,223,26,-2.54623681006564,-1.58526430089708,0.0161290322580645,124,0.0161290322580645
Example Named Pathway_125,224,73,-1.47357753769911,-2.05727573790058,0.0483870967741935,125,0.0161290322580645
Example Named Pathway_126,225,60,-2.38142125193772,-2.11272746249996,0.0161290322580645,126,0.0161290322580645
Example Named Pathway_127,226,138,-1.25718863211648,-2.20160684995487,0.032258064516129,127,0.0161290322580645
Example Named Pathway_128,227,112,-3.19142281363429,-2.38134145323871,0.0161290322580645,128,0.0161290322580645
Example Named Pathway_129,228,97,-2.19923918207664,-2.77583769323306,0.0161290322580645,129,0.0161290322580645
Example Named Pathway_130,229,364,0.863940815776007,10.7699895927141,0.564516129032258,130,0.032258064516129
Example Named Pathway_131,230,76,0.876638450641439,5.08555112763688,0.951612903225806,131,0.032258064516129
Example Named Pathway_132,231,179,-0.0766035608840445,3.40778121318216,0.338709677419355,132,0.032258064516129
Example Named Pathway_133,232,23,-1.02171278648485,2.30346855642608,0.451612903225806,133,0.032258064516129
Example Named Pathway_134,233,41,1.12404551310418,1.57880829909778,0.983870967741935,134,0.032258064516129
Example Named Pathway_135,234,154,-0.431116906091929,1.49265179362726,0.306451612903226,135,0.032258064516129
Example Named Pathway_136,235,70,-0.611449329448016,0.512360171451266,0.032258064516129,136,0.032258064516129
Example Named Pathway_137,236,49,-0.597286801551842,-0.487555027389597,0.451612903225806,137,0.032258064516129
Example Named Pathway_138,237,163,-1.357954035563,-0.582400261633094,0.032258064516129,138,0.032258064516129
Example Named Pathway_139,238,48,0.0391889487310598,-0.656926811827504,0.564516129032258,139,0.032258064516129
Example Named Pathway_140,239,64,-0.547039674118516,-0.689114671513015,0.000144927536231884,140,0.032258064516129
Example Named Pathway_141,240,28,-0.13853011782523,-0.790593011744038,0.483870967741935,141,0.032258064516129
Example Named Pathway_142,241,73,-1.06228912702367,-1.09539392005996,0.032258064516129,142,0.032258064516129
Example Named Pathway_143,242,68,-0.604576806928248,-1.21455252986016,0.032258064516129,143,0.032258064516129
Example Named Pathway_144,243,98,-0.975793425766988,-1.49194257941547,0.032258064516129,144,0.032258064516129
Example Named Pathway_145,244,76,-0.666158132951715,-1.762791513739,0.000144927536231884,145,0.032258064516129
Example Named Pathway_146,245,96,-1.68789291493309,-2.85821878969152,0.032258064516129,146,0.032258064516129
Example Named Pathway_147,246,36,-1.23950493441928,3.27876870861814,0.0483870967741935,147,0.0483870967741935
Example Named Pathway_148,247,177,0.112969323360951,2.38516955058356,0.354838709677419,148,0.0483870967741935
Example Named Pathway_149,248,116,0.301176396315332,2.36105597963732,0.548387096774194,149,0.0483870967741935
Example Named Pathway_150,249,170,-0.439359182424044,2.04603400338453,0.32258064516129,150,0.0483870967741935
Example Named Pathway_151,250,47,1.48973530578954,1.94181890776218,1,151,0.0483870967741935
Example Named Pathway_152,251,148,0.864179004115134,1.82743610885622,0.548387096774194,152,0.0483870967741935
Example Named Pathway_153,252,16,-0.459168174425825,1.16427210354717,0.467741935483871,153,0.0483870967741935
Example Named Pathway_154,253,196,0.105813822128928,1.07853243562798,0.387096774193548,154,0.0483870967741935
Example Named Pathway_155,254,93,-0.725740596081931,0.91711527283534,0.0161290322580645,155,0.0483870967741935
Example Named Pathway_156,255,422,0.251278351628567,0.768054117240581,0.5,156,0.0483870967741935
Example Named Pathway_157,256,116,-0.873208968657189,0.662472355064924,0.0483870967741935,157,0.0483870967741935
Example Named Pathway_158,257,89,-1.0825734247821,0.48622363118762,0.0483870967741935,158,0.0483870967741935
Example Named Pathway_159,258,159,-1.29386625918899,0.103230923121287,0.0806451612903226,159,0.0483870967741935
Example Named Pathway_160,259,131,-0.914097322764686,-0.277529502648642,0.0483870967741935,160,0.0483870967741935
Example Named Pathway_161,260,47,-0.252951562819848,-0.350077048277644,0.435483870967742,161,0.0483870967741935
Example Named Pathway_162,261,120,-0.823674193256686,-0.40087859052939,0.0483870967741935,162,0.0483870967741935
Example Named Pathway_163,262,191,-1.01708002613303,-0.982991494430117,0.290322580645161,163,0.0483870967741935
Example Named Pathway_164,263,224,-1.2864212480371,-1.11802424172063,0.290322580645161,164,0.0483870967741935
Example Named Pathway_165,264,59,-0.149488958444474,-1.18915420847937,0.532258064516129,165,0.0483870967741935
Example Named Pathway_166,265,83,-1.0588998633013,-2.27922310107855,0.0483870967741935,166,0.0483870967741935
Example Named Pathway_167,266,69,-1.05888995459171,-2.3860202957774,0.0483870967741935,167,0.0483870967741935
Example Named Pathway_168,267,65,-1.41749985752402,-2.883801534998,0.0483870967741935,168,0.0483870967741935
Example Named Pathway_169,268,115,-1.85377115962484,-3.36622373611281,0.0483870967741935,169,0.0483870967741935
Example Named Pathway_170,269,51,0.364959956863536,4.20971447895736,0.709677419354839,170,0.548387096774194
Example Named Pathway_171,270,63,1.0069061101301,6.42720430842493,0.967741935483871,171,0.951612903225806
Example Named Pathway_172,271,107,0.566637399377708,5.80817112884765,0.919354838709677,172,0.951612903225806
Example Named Pathway_173,272,54,0.359959012879236,5.04367419109118,0.758064516129032,173,0.951612903225806
Example Named Pathway_174,273,52,0.519246201891465,5.03917403589041,0.709677419354839,174,0.951612903225806
Example Named Pathway_175,274,54,0.289684883139418,4.82551648285347,0.709677419354839,175,0.951612903225806
Example Named Pathway_176,275,49,0.723851845001965,4.69148787678829,0.951612903225806,176,0.951612903225806
Example Named Pathway_177,276,93,0.0550655576823952,4.43903096488522,0.338709677419355,177,0.951612903225806
Example Named Pathway_178,277,78,-0.020506470074177,3.1841272584032,0.516129032258065,178,0.951612903225806
Example Named Pathway_179,278,20,-0.07127669074999,3.17063417908695,0.516129032258065,179,0.951612903225806
Example Named Pathway_180,279,35,0.932904027493563,3.12172552429443,0.709677419354839,180,0.951612903225806
Example Named Pathway_181,280,28,-0.865438920009329,2.88269062125003,0.435483870967742,181,0.951612903225806
Example Named Pathway_182,281,32,-0.458275841990742,2.70830232031219,0.419354838709677,182,0.951612903225806
Example Named Pathway_183,282,22,0.6717692557682,2.49165063166421,0.725806451612903,183,0.951612903225806
Example Named Pathway_184,283,24,-0.600435961775301,2.47255195720222,0.419354838709677,184,0.951612903225806
Example Named Pathway_185,284,18,-0.740962407127279,2.36902655166138,0.419354838709677,185,0.951612903225806
Example Named Pathway_186,285,16,0.0318889970575047,2.17087539296484,0.580645161290323,186,0.951612903225806
Example Named Pathway_187,286,26,0.253887430146507,2.0251553821235,0.709677419354839,187,0.951612903225806
Example Named Pathway_188,287,8,-0.0707203914874351,1.70792837349997,0.483870967741935,188,0.951612903225806
Example Named Pathway_189,288,30,0.510813362738322,1.69499462246927,0.709677419354839,189,0.951612903225806
Example Named Pathway_190,289,44,-1.4419837832057,1.45661753430008,0.000144927536231884,190,0.951612903225806
Example Named Pathway_191,290,36,0.216221634020988,1.30652453366686,0.709677419354839,191,0.951612903225806
Example Named Pathway_192,291,101,-0.773132285789642,0.238808036931258,0.0483870967741935,192,0.951612903225806
Example Named Pathway_193,292,37,-0.888326066441807,-0.138382675560367,0.000144927536231884,193,0.951612903225806
Example Named Pathway_194,293,97,-0.0148290913747555,6.87938300155724,0.354838709677419,194,0.967741935483871
Example Named Pathway_195,294,86,0.780931034776912,4.65812570535428,0.967741935483871,195,0.967741935483871
Example Named Pathway_196,295,73,0.0775893999075719,4.42126596797541,0.790322580645161,196,0.967741935483871
Example Named Pathway_197,296,31,-0.165116828331201,4.19359826244533,0.467741935483871,197,0.967741935483871
Example Named Pathway_198,297,69,0.362710444796362,4.07595923058301,0.693548387096774,198,0.967741935483871
Example Named Pathway_199,298,33,-0.481822528490131,3.9751122397898,0.435483870967742,199,0.967741935483871
Example Named Pathway_200,299,37,-0.511674378453738,3.82751983972906,0.435483870967742,200,0.967741935483871
Example Named Pathway_201,300,105,0.566888220852797,3.44975390057267,0.951612903225806,201,0.967741935483871
Example Named Pathway_202,301,98,-0.114506562264199,3.36975825327347,0.354838709677419,202,0.967741935483871
Example Named Pathway_203,302,27,0.108861508195874,3.2762393148994,0.596774193548387,203,0.967741935483871
Example Named Pathway_204,303,56,0.985298245330863,3.18649046284971,0.967741935483871,204,0.967741935483871
Example Named Pathway_205,304,127,-0.274068183239608,2.76818071302474,0.338709677419355,205,0.967741935483871
Example Named Pathway_206,305,36,-0.285320977253724,2.70244896370102,0.435483870967742,206,0.967741935483871
Example Named Pathway_207,306,23,-0.0833291319567654,2.24342839572014,0.483870967741935,207,0.967741935483871
Example Named Pathway_208,307,49,0.39389847050206,2.22191789579247,0.709677419354839,208,0.967741935483871
Example Named Pathway_209,308,119,-0.23021755050861,1.23142681141684,0.387096774193548,209,0.967741935483871
Example Named Pathway_210,309,6,-0.188925146238521,0.734964917838847,0.467741935483871,210,0.967741935483871
Example Named Pathway_211,310,99,-0.947447719535816,0.0573133459722292,0.0161290322580645,211,0.967741935483871
Example Named Pathway_212,311,61,-1.39232484292497,-0.494487626542607,0.0483870967741935,212,0.967741935483871
Example Named Pathway_213,312,99,-0.0120578957451984,-1.40154349233708,0.338709677419355,213,0.967741935483871
Example Named Pathway_214,313,304,1.56357004011767,10.244162464168,0.564516129032258,214,0.983870967741935
Example Named Pathway_215,314,266,1.13439182233451,8.61064395703916,0.564516129032258,215,0.983870967741935
Example Named Pathway_216,315,85,2.56943725427613,8.46862820018464,0.983870967741935,216,0.983870967741935
Example Named Pathway_217,316,115,2.17279196367678,8.40959549856676,0.983870967741935,217,0.983870967741935
Example Named Pathway_218,317,385,0.69312258817873,8.25658031512885,0.564516129032258,218,0.983870967741935
Example Named Pathway_219,318,44,2.23537797145632,7.52282006700634,0.983870967741935,219,0.983870967741935
Example Named Pathway_220,319,273,1.51774627656947,7.3423369367389,0.564516129032258,220,0.983870967741935
Example Named Pathway_221,320,82,1.13460194060068,6.92571587680366,0.983870967741935,221,0.983870967741935
Example Named Pathway_222,321,46,2.42591695598646,6.808539426082,0.983870967741935,222,0.983870967741935
Example Named Pathway_223,322,58,1.73983291601804,6.59769799786864,0.983870967741935,223,0.983870967741935
Example Named Pathway_224,323,75,1.09708560717056,6.31467511371756,0.951612903225806,224,0.983870967741935
Example Named Pathway_225,324,75,2.20446740232486,5.63613072668947,0.983870967741935,225,0.983870967741935
Example Named Pathway_226,325,103,-0.499849997057017,5.33026521177305,0.032258064516129,226,0.983870967741935
Example Named Pathway_227,326,38,1.95605014457345,5.28727487060076,0.983870967741935,227,0.983870967741935
Example Named Pathway_228,327,67,1.11576123297642,5.09192935026375,0.951612903225806,228,0.983870967741935
Example Named Pathway_229,328,41,1.2438902432324,4.97208740810709,0.951612903225806,229,0.983870967741935
Example Named Pathway_230,329,143,0.492289470749347,4.87094308490985,0.580645161290323,230,0.983870967741935
Example Named Pathway_231,330,47,1.12622388724334,4.76177638311958,0.951612903225806,231,0.983870967741935
Example Named Pathway_232,331,44,0.997294768409586,4.69406880437326,0.951612903225806,232,0.983870967741935
Example Named Pathway_233,332,38,0.878892451060234,4.6336682362123,0.741935483870968,233,0.983870967741935
Example Named Pathway_234,333,72,1.84604316467564,4.45230799843778,0.983870967741935,234,0.983870967741935
Example Named Pathway_235,334,104,0.786482087298902,4.34755997387163,0.951612903225806,235,0.983870967741935
Example Named Pathway_236,335,23,0.702895268089677,4.02344356178328,0.741935483870968,236,0.983870967741935
Example Named Pathway_237,336,31,1.23889170003538,4.00290508465377,0.983870967741935,237,0.983870967741935
Example Named Pathway_238,337,50,0.58899925429794,3.92630851789818,0.741935483870968,238,0.983870967741935
Example Named Pathway_239,338,40,1.13895335107216,3.87071252408249,0.983870967741935,239,0.983870967741935
Example Named Pathway_240,339,157,1.11368606083189,3.75801491113495,0.983870967741935,240,0.983870967741935
Example Named Pathway_241,340,221,0.235095351446426,3.74105640736305,0.403225806451613,241,0.983870967741935
Example Named Pathway_242,341,12,1.1085186069514,3.52518136394101,0.741935483870968,242,0.983870967741935
Example Named Pathway_243,342,50,0.340466333538059,3.44407471467453,0.709677419354839,243,0.983870967741935
Example Named Pathway_244,343,67,1.17495881673598,3.4255658030668,0.983870967741935,244,0.983870967741935
Example Named Pathway_245,344,10,0.604548868126902,2.94290810454953,0.709677419354839,245,0.983870967741935
Example Named Pathway_246,345,23,1.25380595241226,2.88683712052492,0.709677419354839,246,0.983870967741935
Example Named Pathway_247,346,110,0.585918974198357,2.86956897897268,0.951612903225806,247,0.983870967741935
Example Named Pathway_248,347,17,1.1210632915766,2.78056188961922,0.741935483870968,248,0.983870967741935
Example Named Pathway_249,348,18,-0.280870939807417,2.7311665296237,0.451612903225806,249,0.983870967741935
Example Named Pathway_250,349,63,0.993058260531348,2.71197484407758,0.983870967741935,250,0.983870967741935
Example Named Pathway_251,350,18,0.258636997341444,2.70512760749007,0.741935483870968,251,0.983870967741935
Example Named Pathway_252,351,136,0.358189465018006,2.47961794545416,0.564516129032258,252,0.983870967741935
Example Named Pathway_253,352,6,0.978634572473517,2.3849158973465,0.709677419354839,253,0.983870967741935
Example Named Pathway_254,353,63,1.69747053830538,2.38318560862872,0.951612903225806,254,0.983870967741935
Example Named Pathway_255,354,73,0.878282795845812,2.32506693500408,0.983870967741935,255,0.983870967741935
Example Named Pathway_256,355,15,0.166543810163911,2.3234646134347,0.67741935483871,256,0.983870967741935
Example Named Pathway_257,356,6,1.29997909274333,2.23027405084869,0.741935483870968,257,0.983870967741935
Example Named Pathway_258,357,19,-0.736495599253117,2.22238191289563,0.419354838709677,258,0.983870967741935
Example Named Pathway_259,358,8,-0.440785677296801,1.87258145684823,0.419354838709677,259,0.983870967741935
Example Named Pathway_260,359,70,-0.157678395808063,1.73029123028986,0.0645161290322581,260,0.983870967741935
Example Named Pathway_261,360,32,0.593564899545741,1.66831922982668,0.741935483870968,261,0.983870967741935
Example Named Pathway_262,361,74,0.82643506345295,1.64535521784006,0.983870967741935,262,0.983870967741935
Example Named Pathway_263,362,29,0.790098243432229,1.477005805414,0.709677419354839,263,0.983870967741935
Example Named Pathway_264,363,6,-0.0531971102304148,1.38434784625449,0.532258064516129,264,0.983870967741935
Example Named Pathway_265,364,9,-0.356805500295367,1.2672126709106,0.467741935483871,265,0.983870967741935
Example Named Pathway_266,365,38,0.572594928787376,1.17752704189185,0.709677419354839,266,0.983870967741935
Example Named Pathway_267,366,5,0.175960345925738,1.12089513913069,0.709677419354839,267,0.983870967741935
Example Named Pathway_268,367,37,0.344183964878682,0.897071561169473,0.725806451612903,268,0.983870967741935
Example Named Pathway_269,368,133,0.215996331093063,0.774005708564435,0.403225806451613,269,0.983870967741935
Example Named Pathway_270,369,75,-0.187919249031432,0.325160173594591,0.516129032258065,270,0.983870967741935
Example Named Pathway_271,370,120,-0.329507287355079,0.248971077751314,0.338709677419355,271,0.983870967741935
Example Named Pathway_272,371,69,0.0131808498398927,0.12877453145899,0.548387096774194,272,0.983870967741935
Example Named Pathway_273,372,80,-0.268290525326721,-0.497472652465248,0.0967741935483871,273,0.983870967741935
Example Named Pathway_274,373,87,0.542226339574882,-0.584546799342458,0.983870967741935,274,0.983870967741935
Example Named Pathway_275,374,90,-0.315314194269739,-0.806944621579865,0.032258064516129,275,0.983870967741935
